atm_id,date,total_withdrawals,total_deposits,cash_demand_next_day
ATM_0013,2022-11-03,43532,9987,28891
ATM_0013,2022-11-09,56773,11332,41838
ATM_0013,2022-11-16,52990,5771,44851
ATM_0013,2022-11-20,51160,5693,53551
ATM_0013,2022-11-23,35511,9257,27147
ATM_0013,2022-12-10,43348,8648,37778
ATM_0013,2022-12-17,75499,15357,70617
ATM_0013,2022-12-29,48372,1208,40835
ATM_0013,2023-01-01,80817,17714,68347
ATM_0013,2023-01-02,61958,2304,64294
ATM_0013,2023-01-03,33263,10123,21496
ATM_0013,2023-01-08,48316,10147,32315
ATM_0013,2023-01-09,84156,3827,80779
ATM_0013,2023-01-12,62753,8391,63816
ATM_0013,2023-01-13,51948,10301,45363
ATM_0013,2023-01-17,36406,16532,29218
ATM_0013,2023-01-18,63353,4122,52028
ATM_0013,2023-01-25,53301,1296,49552
ATM_0013,2023-02-15,56616,6913,49278
ATM_0013,2023-02-22,54670,12347,33303
ATM_0013,2023-02-26,51042,7156,51626
ATM_0013,2023-03-05,61404,13131,67758
ATM_0013,2023-03-07,61549,19834,40666
ATM_0013,2023-03-10,66519,13581,52495
ATM_0013,2023-03-23,24498,0,23059
ATM_0013,2023-03-30,63885,11800,51223
ATM_0013,2023-04-17,1380,4878,0
ATM_0013,2023-04-25,47769,12403,36592
ATM_0013,2023-04-26,57119,13537,53660
ATM_0013,2023-05-09,48782,14176,48591
ATM_0013,2023-05-12,54103,3275,55516
ATM_0013,2023-05-17,51193,13794,34474
ATM_0013,2023-05-23,66677,10512,47229
ATM_0013,2023-05-28,47745,8366,40874
ATM_0013,2023-05-29,105122,27569,92097
ATM_0013,2023-06-16,67068,8348,67400
ATM_0013,2023-06-23,37485,13820,20643
ATM_0013,2023-06-30,12165,9240,6142
ATM_0013,2023-07-03,45309,6020,32282
ATM_0013,2023-07-07,44255,12170,47578
ATM_0013,2023-07-24,50908,18379,38095
ATM_0013,2023-08-04,46182,4683,39405
ATM_0013,2023-08-06,33940,6078,29677
ATM_0013,2023-08-08,23626,8809,19595
ATM_0013,2023-08-10,41046,1627,44889
ATM_0013,2023-08-11,72649,11314,70933
ATM_0013,2023-08-18,62750,13009,48844
ATM_0013,2023-09-04,57578,8164,52403
ATM_0013,2023-09-09,52750,9923,36835
ATM_0013,2023-09-13,61730,5441,58660
ATM_0013,2023-09-14,57338,12359,38823
ATM_0013,2023-09-16,72985,11838,52754
ATM_0013,2023-10-06,27350,8371,25328
ATM_0013,2023-10-12,37575,10600,32564
ATM_0013,2023-10-13,108684,18146,90293
ATM_0013,2023-11-04,48995,11939,42675
ATM_0013,2023-11-07,44241,11011,27345
ATM_0013,2023-11-22,60473,10219,47096
ATM_0013,2023-11-25,90898,13055,81401
ATM_0013,2023-11-27,66128,15236,54794
ATM_0013,2023-11-30,36682,9558,30248
ATM_0013,2023-12-01,56207,4026,63485
ATM_0013,2023-12-03,121495,18180,103752
ATM_0013,2023-12-06,52763,13049,49895
ATM_0013,2023-12-27,25885,12364,12639
ATM_0013,2023-12-30,50713,5066,57014
ATM_0014,2022-01-05,20020,5843,16776
ATM_0014,2022-01-09,47020,5050,34788
ATM_0014,2022-01-11,60887,14970,48793
ATM_0014,2022-01-14,48806,3958,51319
ATM_0014,2022-02-05,72471,11509,62750
ATM_0014,2022-02-12,53074,5327,42022
ATM_0014,2022-02-16,44891,12500,25797
ATM_0014,2022-02-17,82663,12090,61139
ATM_0014,2022-02-23,62267,11216,46299
ATM_0014,2022-03-10,38981,5948,36030
ATM_0014,2022-03-19,60451,7865,57048
ATM_0014,2022-04-06,42959,11044,31636
ATM_0014,2022-05-01,65392,4902,59374
ATM_0014,2022-05-09,43926,12595,36461
ATM_0014,2022-05-11,54990,15266,50936
ATM_0014,2022-05-14,69205,11998,69886
ATM_0014,2022-05-15,36085,8657,24360
ATM_0014,2022-05-23,50192,12399,49286
ATM_0014,2022-06-05,39037,11226,35462
ATM_0014,2022-06-27,52146,0,60433
ATM_0014,2022-07-07,63634,7944,65766
ATM_0014,2022-07-11,32768,1370,29304
ATM_0014,2022-07-31,46191,6715,48631
ATM_0014,2022-08-10,49294,6234,59549
ATM_0014,2022-08-18,54869,8648,48931
ATM_0014,2022-08-27,42957,12712,29901
ATM_0014,2022-09-18,67858,15529,60571
ATM_0014,2022-09-22,45929,11272,38495
ATM_0014,2022-09-28,67221,0,56993
ATM_0014,2022-10-14,34760,8380,24993
ATM_0014,2022-10-16,34621,15608,30021
ATM_0014,2022-10-17,97834,15142,75433
ATM_0014,2022-10-22,60248,9425,54484
ATM_0014,2022-11-05,37939,6703,36940
ATM_0014,2022-11-06,7304,4660,4311
ATM_0014,2022-11-08,66462,4140,65045
ATM_0014,2022-11-09,60732,12254,55331
ATM_0014,2022-11-13,34201,3035,33152
ATM_0014,2022-11-25,35736,11592,31376
ATM_0014,2022-12-01,52196,15807,49400
ATM_0014,2022-12-07,57270,5768,59954
ATM_0014,2022-12-15,49863,9874,43269
ATM_0014,2022-12-18,51228,13431,34641
ATM_0014,2023-01-01,58178,14434,56668
ATM_0014,2023-01-15,34064,12141,23314
ATM_0014,2023-01-22,15661,12707,6312
ATM_0014,2023-01-26,51577,6836,53519
ATM_0014,2023-02-01,54282,4652,52153
ATM_0014,2023-02-03,86836,17924,76061
ATM_0014,2023-02-05,60909,5065,57219
ATM_0014,2023-02-09,149002,26142,135934
ATM_0014,2023-02-15,36837,2964,28311
ATM_0014,2023-03-15,52268,5704,46115
ATM_0014,2023-03-20,47656,15239,27994
ATM_0014,2023-03-25,98483,27362,79032
ATM_0014,2023-04-02,59840,3849,66522
ATM_0014,2023-04-07,45169,12355,31173
ATM_0014,2023-04-10,49475,5463,52889
ATM_0014,2023-04-16,40585,2558,39648
ATM_0014,2023-04-20,33945,13434,22536
ATM_0014,2023-04-29,46410,17390,38361
ATM_0014,2023-04-30,50819,15304,36584
ATM_0014,2023-05-02,41010,5784,31164
ATM_0014,2023-05-11,58083,5621,64058
ATM_0014,2023-05-23,51714,10009,50592
ATM_0014,2023-05-27,12632,16083,0
ATM_0014,2023-05-30,15750,5262,9245
ATM_0014,2023-06-21,42441,6341,40096
ATM_0014,2023-06-22,144929,21485,130957
ATM_0014,2023-07-05,51551,20210,31127
ATM_0014,2023-07-20,62283,9778,57753
ATM_0014,2023-07-26,105522,23497,75377
ATM_0014,2023-08-02,63914,6847,49714
ATM_0014,2023-08-08,53700,9741,46046
ATM_0014,2023-08-09,51227,9505,50186
ATM_0014,2023-08-15,72192,14087,55916
ATM_0014,2023-08-17,34826,7211,34122
ATM_0014,2023-08-21,44943,6932,44715
ATM_0014,2023-08-25,49708,8484,47162
ATM_0014,2023-09-11,103748,16602,87735
ATM_0014,2023-09-18,103469,20913,92160
ATM_0014,2023-09-22,43150,3224,37938
ATM_0014,2023-09-29,50194,8434,49630
ATM_0014,2023-10-09,68369,8082,57718
ATM_0014,2023-10-11,66033,4731,57596
ATM_0014,2023-11-17,27277,11070,22648
ATM_0014,2023-12-05,34300,11755,21103
ATM_0014,2023-12-21,140044,21612,137192
ATM_0014,2023-12-24,34034,19512,26453
ATM_0015,2022-01-04,68651,16140,50465
ATM_0015,2022-01-06,40352,9696,31770
ATM_0015,2022-01-07,69740,7306,67885
ATM_0015,2022-01-08,50780,10635,44279
ATM_0015,2022-01-22,40114,15169,26567
ATM_0015,2022-01-26,38329,4303,42161
ATM_0015,2022-02-01,55922,7369,54206
ATM_0015,2022-02-02,90654,12599,75401
ATM_0015,2022-02-11,67910,11907,65036
ATM_0015,2022-02-18,93707,12606,70246
ATM_0015,2022-02-22,27730,9126,25775
ATM_0015,2022-02-23,67602,11998,68915
ATM_0015,2022-03-09,58313,14045,36386
ATM_0015,2022-03-16,55026,11823,39706
ATM_0015,2022-03-17,41790,16093,38653
ATM_0015,2022-03-18,27850,15289,20181
ATM_0015,2022-03-20,21359,16591,2356
ATM_0015,2022-04-05,49635,6462,37213
ATM_0015,2022-04-13,99022,22336,89769
ATM_0015,2022-04-15,24161,13212,18303
ATM_0015,2022-04-26,70561,13689,48388
ATM_0015,2022-05-08,100265,19980,73389
ATM_0015,2022-05-10,75702,1900,80458
ATM_0015,2022-05-14,28231,7913,22133
ATM_0015,2022-05-21,49616,15863,36515
ATM_0015,2022-05-22,65052,11806,63284
ATM_0015,2022-05-27,39544,11424,38480
ATM_0015,2022-06-03,58601,14614,50874
ATM_0015,2022-06-21,39227,20028,29425
ATM_0015,2022-06-23,47391,16692,32577
ATM_0015,2022-08-11,99804,24489,84356
ATM_0015,2022-08-17,61452,16123,52027
ATM_0015,2022-08-18,63292,8528,67613
ATM_0015,2022-08-19,56949,8334,42433
ATM_0015,2022-08-21,55893,6014,43474
ATM_0015,2022-08-25,65541,2885,65452
ATM_0015,2022-08-28,53118,13252,31354
ATM_0015,2022-09-05,51746,8840,49279
ATM_0015,2022-09-06,55904,9963,61369
ATM_0015,2022-09-22,105155,19724,90361
ATM_0015,2022-09-23,38509,7693,38894
ATM_0015,2022-09-29,27671,6962,28568
ATM_0015,2022-10-02,54015,14265,50289
ATM_0015,2022-10-05,20205,15485,20837
ATM_0015,2022-10-07,55126,19380,47933
ATM_0015,2022-10-14,18352,16696,7222
ATM_0015,2022-10-22,48571,3511,47454
ATM_0015,2022-11-01,63815,7601,69046
ATM_0015,2022-11-04,46381,9336,36941
ATM_0015,2022-11-05,69494,8043,75260
ATM_0015,2022-11-09,137219,20580,135544
ATM_0015,2022-11-12,120726,10080,126825
ATM_0015,2022-11-18,59703,20690,41800
ATM_0015,2022-11-21,65170,13614,54912
ATM_0015,2022-11-29,76263,9842,83131
ATM_0015,2022-12-23,54948,7521,58980
ATM_0015,2023-01-01,27166,0,41957
ATM_0015,2023-01-15,45995,18380,20552
ATM_0015,2023-01-27,50992,7850,58435
ATM_0015,2023-02-09,30935,8107,30380
ATM_0015,2023-02-16,76310,12689,74434
ATM_0015,2023-03-10,50300,4659,38309
ATM_0015,2023-03-11,57130,6141,61661
ATM_0015,2023-03-19,16875,12917,4932
ATM_0015,2023-03-20,44014,12002,40757
ATM_0015,2023-03-26,25823,10784,23817
ATM_0015,2023-03-27,52732,14459,44288
ATM_0015,2023-04-03,35181,5765,29318
ATM_0015,2023-04-09,46644,688,38024
ATM_0015,2023-04-14,35330,6937,36853
ATM_0015,2023-04-25,15508,19005,1739
ATM_0015,2023-04-27,58394,6407,43902
ATM_0015,2023-05-17,62349,16304,43297
ATM_0015,2023-06-01,101175,24602,85980
ATM_0015,2023-06-04,41183,2783,45699
ATM_0015,2023-06-10,120746,23058,98172
ATM_0015,2023-06-12,34920,6384,22540
ATM_0015,2023-06-13,37472,20447,20309
ATM_0015,2023-06-17,39005,2275,42832
ATM_0015,2023-06-26,50086,10450,36073
ATM_0015,2023-07-09,26028,12310,18597
ATM_0015,2023-08-02,57008,7278,46834
ATM_0015,2023-08-08,61370,3758,67259
ATM_0015,2023-08-15,75892,23619,60179
ATM_0015,2023-08-28,43996,5964,39394
ATM_0015,2023-08-30,53549,6306,41506
ATM_0015,2023-09-06,45151,10069,32332
ATM_0015,2023-09-16,58490,7582,54374
ATM_0015,2023-10-06,44121,4911,45196
ATM_0015,2023-10-26,13093,9299,8997
ATM_0015,2023-11-04,59307,7701,47386
ATM_0015,2023-11-23,22494,6020,14388
ATM_0015,2023-11-26,8682,8895,3212
ATM_0015,2023-12-02,68709,10677,59547
ATM_0015,2023-12-07,53578,7832,64181
ATM_0015,2023-12-08,47536,13487,38014
ATM_0015,2024-01-01,144535,22217,146797
ATM_0016,2022-01-05,23932,7001,15499
ATM_0016,2022-01-14,45227,9741,38012
ATM_0016,2022-01-18,39330,12975,31853
ATM_0016,2022-02-14,34682,14233,18298
ATM_0016,2022-02-17,47357,0,45858
ATM_0016,2022-02-21,46203,7044,47437
ATM_0016,2022-02-23,18140,12068,14204
ATM_0016,2022-02-24,36479,16288,19399
ATM_0016,2022-02-25,61577,8595,54174
ATM_0016,2022-03-02,42909,11594,28670
ATM_0016,2022-03-09,62904,0,63350
ATM_0016,2022-03-10,15468,9237,4796
ATM_0016,2022-03-14,71041,13437,57376
ATM_0016,2022-03-16,45154,8163,35352
ATM_0016,2022-03-21,49050,9607,34567
ATM_0016,2022-03-22,49528,5757,52273
ATM_0016,2022-03-30,94450,8918,91856
ATM_0016,2022-04-07,73030,5682,72416
ATM_0016,2022-04-30,50683,13117,34146
ATM_0016,2022-05-15,69427,12024,67176
ATM_0016,2022-05-16,23060,4451,30364
ATM_0016,2022-05-18,25766,7340,19801
ATM_0016,2022-05-20,39130,10904,34736
ATM_0016,2022-06-11,60405,13622,66995
ATM_0016,2022-06-17,36734,5173,33608
ATM_0016,2022-06-18,77816,2334,81497
ATM_0016,2022-06-27,52476,9566,46571
ATM_0016,2022-07-02,27492,2606,22832
ATM_0016,2022-07-03,29951,16683,15043
ATM_0016,2022-07-16,61727,12609,60063
ATM_0016,2022-07-19,169706,37874,133338
ATM_0016,2022-07-26,56474,13698,53746
ATM_0016,2022-07-29,39564,7499,42318
ATM_0016,2022-07-30,10599,9185,4315
ATM_0016,2022-07-31,70479,8983,86443
ATM_0016,2022-08-03,109099,17237,98945
ATM_0016,2022-08-07,66288,6138,71873
ATM_0016,2022-08-12,61598,8287,46903
ATM_0016,2022-08-18,23512,9220,17930
ATM_0016,2022-08-21,70879,14152,65834
ATM_0016,2022-09-06,36062,4329,35721
ATM_0016,2022-09-11,45449,4799,41173
ATM_0016,2022-09-25,45056,6753,42562
ATM_0016,2022-10-11,52959,13078,34494
ATM_0016,2022-10-12,64344,21623,36336
ATM_0016,2022-10-20,48208,6823,43323
ATM_0016,2022-10-21,33004,9978,22935
ATM_0016,2022-10-25,45147,3330,48862
ATM_0016,2022-11-08,35367,10357,26965
ATM_0016,2022-12-02,68098,11345,50015
ATM_0016,2022-12-07,73728,8288,87953
ATM_0016,2022-12-17,67403,18898,71031
ATM_0016,2022-12-25,38363,9224,42082
ATM_0016,2023-01-01,26512,11572,20007
ATM_0016,2023-01-10,52973,11626,49501
ATM_0016,2023-01-12,32254,5504,23418
ATM_0016,2023-01-16,46102,17992,27470
ATM_0016,2023-02-03,28222,16827,14693
ATM_0016,2023-02-05,59823,12230,60176
ATM_0016,2023-02-10,68405,2096,70929
ATM_0016,2023-02-16,70475,18419,49182
ATM_0016,2023-02-17,22377,9829,18619
ATM_0016,2023-02-19,49835,12199,39145
ATM_0016,2023-03-15,41716,4514,41151
ATM_0016,2023-03-29,56264,17499,55628
ATM_0016,2023-03-30,44811,6165,54146
ATM_0016,2023-03-31,31877,2550,29956
ATM_0016,2023-04-01,49669,18729,24804
ATM_0016,2023-04-08,38595,9997,28282
ATM_0016,2023-04-17,47654,5378,47227
ATM_0016,2023-04-23,45421,10283,46519
ATM_0016,2023-04-25,38445,11785,20744
ATM_0016,2023-04-26,66609,12197,49956
ATM_0016,2023-05-14,52458,6286,55577
ATM_0016,2023-05-16,49914,841,41297
ATM_0016,2023-05-24,78257,7615,74579
ATM_0016,2023-06-10,42181,13190,39168
ATM_0016,2023-06-13,52243,10489,33537
ATM_0016,2023-06-15,55305,13583,47426
ATM_0016,2023-06-22,52843,12088,46545
ATM_0016,2023-06-23,60836,10900,59703
ATM_0016,2023-06-24,64667,940,63934
ATM_0016,2023-06-27,32416,11581,21339
ATM_0016,2023-06-30,79126,11030,78878
ATM_0016,2023-07-09,73195,18915,57942
ATM_0016,2023-07-23,39973,32395,20783
ATM_0016,2023-07-30,50611,24651,46760
ATM_0016,2023-08-09,46278,11811,41237
ATM_0016,2023-08-22,52227,5015,53853
ATM_0016,2023-08-31,5956,10876,0
ATM_0016,2023-09-26,37994,10612,26813
ATM_0016,2023-10-11,37813,11654,24324
ATM_0016,2023-11-02,36783,6438,34886
ATM_0016,2023-11-04,17699,18210,5219
ATM_0016,2023-11-08,63941,9339,54050
ATM_0016,2023-11-10,121087,29473,98746
ATM_0016,2023-11-12,42716,3294,41664
ATM_0016,2023-11-14,117749,18932,118927
ATM_0016,2023-11-26,65519,12432,53384
ATM_0016,2023-12-17,45100,19926,39733
ATM_0016,2024-01-01,46297,2197,54951
ATM_0017,2022-01-04,40415,4598,33408
ATM_0017,2022-01-05,34378,15016,26234
ATM_0017,2022-01-18,9800,8532,2667
ATM_0017,2022-01-19,50593,8920,50932
ATM_0017,2022-01-21,53565,10515,51471
ATM_0017,2022-02-06,47857,10622,31160
ATM_0017,2022-02-07,131623,15104,113875
ATM_0017,2022-02-08,57533,1888,51106
ATM_0017,2022-02-11,32695,9531,20188
ATM_0017,2022-02-21,41913,10765,39973
ATM_0017,2022-03-06,54203,14343,51098
ATM_0017,2022-03-12,70846,9208,75727
ATM_0017,2022-03-22,53734,10842,45689
ATM_0017,2022-04-01,29821,18082,30043
ATM_0017,2022-04-03,70638,8127,61197
ATM_0017,2022-04-22,57962,4634,57263
ATM_0017,2022-04-29,80102,20381,59169
ATM_0017,2022-05-02,60112,13581,55314
ATM_0017,2022-05-14,134438,31681,125502
ATM_0017,2022-05-22,30716,1920,29538
ATM_0017,2022-05-29,67390,14865,64248
ATM_0017,2022-06-02,54883,12590,57156
ATM_0017,2022-06-09,44355,18478,36668
ATM_0017,2022-06-14,21332,7162,16199
ATM_0017,2022-06-29,47895,8322,43832
ATM_0017,2022-07-02,122307,20112,113447
ATM_0017,2022-07-08,102636,15125,99721
ATM_0017,2022-07-21,47712,6070,33963
ATM_0017,2022-07-29,55873,11728,46761
ATM_0017,2022-08-09,66582,15935,57599
ATM_0017,2022-08-11,115385,3852,118202
ATM_0017,2022-08-12,28271,23103,10217
ATM_0017,2022-09-08,63479,10589,64496
ATM_0017,2022-09-09,72408,8346,74610
ATM_0017,2022-09-10,53197,6240,47507
ATM_0017,2022-10-21,61355,8736,67041
ATM_0017,2022-10-22,32760,15157,23413
ATM_0017,2022-10-24,50288,2413,48010
ATM_0017,2022-11-03,46626,6862,50497
ATM_0017,2022-11-04,99594,18218,97576
ATM_0017,2022-11-07,47742,6684,41332
ATM_0017,2022-11-24,38210,3094,40352
ATM_0017,2022-11-25,82358,10183,71776
ATM_0017,2022-11-29,20687,10736,21043
ATM_0017,2022-12-05,58646,3079,67084
ATM_0017,2022-12-09,60661,14468,47597
ATM_0017,2022-12-11,51480,7901,46418
ATM_0017,2023-01-04,33987,10121,33162
ATM_0017,2023-01-13,46265,14857,41031
ATM_0017,2023-01-18,69352,16638,60312
ATM_0017,2023-01-21,47085,6221,36900
ATM_0017,2023-01-30,41759,6302,43982
ATM_0017,2023-02-07,76472,6128,59321
ATM_0017,2023-02-09,58213,17157,61199
ATM_0017,2023-02-21,28666,13027,13769
ATM_0017,2023-03-05,40899,11056,28770
ATM_0017,2023-03-14,58020,7458,42334
ATM_0017,2023-03-17,50899,8697,47703
ATM_0017,2023-04-04,62732,11981,59120
ATM_0017,2023-04-12,64380,10767,56750
ATM_0017,2023-04-16,28873,3597,26891
ATM_0017,2023-04-18,57580,5885,49785
ATM_0017,2023-04-25,54252,9057,45207
ATM_0017,2023-05-01,59331,16644,47315
ATM_0017,2023-05-09,65804,12466,64352
ATM_0017,2023-05-18,48933,13864,44504
ATM_0017,2023-05-22,52497,0,48510
ATM_0017,2023-05-23,57174,10168,36816
ATM_0017,2023-05-29,59058,3210,48124
ATM_0017,2023-06-04,50407,6893,42272
ATM_0017,2023-07-04,48559,9825,45169
ATM_0017,2023-07-11,211454,25953,204558
ATM_0017,2023-07-27,69229,4120,82483
ATM_0017,2023-08-07,35353,9773,25420
ATM_0017,2023-08-30,57369,2981,47675
ATM_0017,2023-09-01,35605,18171,13346
ATM_0017,2023-09-07,43535,8806,33966
ATM_0017,2023-09-08,53684,12752,45112
ATM_0017,2023-09-09,39472,10967,35668
ATM_0017,2023-09-14,50569,10720,38469
ATM_0017,2023-09-15,77259,4978,60050
ATM_0017,2023-09-19,35559,6831,28283
ATM_0017,2023-09-26,62158,19896,53032
ATM_0017,2023-09-28,71146,14638,73561
ATM_0017,2023-10-01,64559,3633,52542
ATM_0017,2023-10-03,66333,11459,51766
ATM_0017,2023-10-06,36315,7687,37310
ATM_0017,2023-10-21,36437,9374,29472
ATM_0017,2023-10-23,62872,7771,67523
ATM_0017,2023-10-30,34729,5256,41061
ATM_0017,2023-11-03,70285,0,69455
ATM_0017,2023-11-12,56614,4023,52361
ATM_0017,2023-11-25,60987,7446,42387
ATM_0017,2023-12-07,38462,5329,39833
ATM_0017,2023-12-13,60342,18180,49891
ATM_0017,2023-12-25,68899,13565,68280
ATM_0018,2022-01-01,50215,7892,40441
ATM_0018,2022-01-25,57301,10986,62411
ATM_0018,2022-01-30,136215,19322,117287
ATM_0018,2022-02-02,48948,18730,40019
ATM_0018,2022-02-20,40613,11149,30331
ATM_0018,2022-03-03,85082,14174,68257
ATM_0018,2022-03-04,27821,13469,11849
ATM_0018,2022-03-05,43813,10039,38823
ATM_0018,2022-03-19,22035,21223,9144
ATM_0018,2022-03-23,52960,10568,42536
ATM_0018,2022-03-26,60429,4705,66944
ATM_0018,2022-03-29,82453,26395,64967
ATM_0018,2022-04-04,60180,11443,60509
ATM_0018,2022-04-05,33170,7839,38166
ATM_0018,2022-04-06,45550,11931,37563
ATM_0018,2022-04-11,40856,10577,29184
ATM_0018,2022-04-16,43120,19675,22683
ATM_0018,2022-05-07,51851,2708,44188
ATM_0018,2022-05-08,40181,0,44371
ATM_0018,2022-05-15,44301,11898,42715
ATM_0018,2022-05-24,46691,11234,42922
ATM_0018,2022-05-25,47641,14684,46192
ATM_0018,2022-05-31,48139,1557,51988
ATM_0018,2022-06-22,47765,9902,34488
ATM_0018,2022-06-25,45856,17057,28217
ATM_0018,2022-07-03,54228,17095,46026
ATM_0018,2022-07-08,42049,7986,34723
ATM_0018,2022-07-12,41844,10150,26050
ATM_0018,2022-07-13,57959,9086,56456
ATM_0018,2022-08-09,96446,16016,93956
ATM_0018,2022-08-12,26845,14837,21357
ATM_0018,2022-08-19,47534,11060,37491
ATM_0018,2022-08-20,59697,14407,50376
ATM_0018,2022-08-30,56007,10655,49861
ATM_0018,2022-09-06,30122,20525,8681
ATM_0018,2022-09-09,67283,8391,63512
ATM_0018,2022-09-11,39161,12204,25492
ATM_0018,2022-09-15,19461,7286,14028
ATM_0018,2022-09-22,56519,13244,52205
ATM_0018,2022-10-15,63396,10738,55412
ATM_0018,2022-10-19,84957,37226,51918
ATM_0018,2022-10-28,84479,20223,62547
ATM_0018,2022-11-19,54670,12562,58652
ATM_0018,2022-12-11,47760,0,38439
ATM_0018,2022-12-15,37573,12203,35149
ATM_0018,2022-12-24,31483,12416,22075
ATM_0018,2022-12-31,52378,6947,52112
ATM_0018,2023-01-01,35285,14755,37655
ATM_0018,2023-01-03,56337,15285,51158
ATM_0018,2023-01-15,49147,9064,40628
ATM_0018,2023-01-17,49681,8366,43623
ATM_0018,2023-01-22,39977,7763,40664
ATM_0018,2023-01-24,56022,8673,52665
ATM_0018,2023-02-07,63452,0,60833
ATM_0018,2023-02-17,62198,13951,58258
ATM_0018,2023-02-27,62423,9250,64478
ATM_0018,2023-02-28,51921,7637,42230
ATM_0018,2023-03-03,54918,8851,49438
ATM_0018,2023-03-04,52668,10017,44697
ATM_0018,2023-03-05,42021,8566,35902
ATM_0018,2023-03-08,48775,8166,32961
ATM_0018,2023-03-19,27036,6365,16505
ATM_0018,2023-03-23,66833,10908,49239
ATM_0018,2023-03-27,50619,15185,43222
ATM_0018,2023-04-19,39799,11161,25441
ATM_0018,2023-04-27,22647,3747,20158
ATM_0018,2023-05-07,32844,7909,24330
ATM_0018,2023-05-08,61962,8907,50157
ATM_0018,2023-05-09,44577,7960,37599
ATM_0018,2023-05-24,65645,12979,57979
ATM_0018,2023-06-17,38185,20016,33312
ATM_0018,2023-06-18,54840,5863,60947
ATM_0018,2023-06-29,52805,12933,51970
ATM_0018,2023-07-01,100244,26946,87208
ATM_0018,2023-07-04,59353,9386,50760
ATM_0018,2023-07-10,38238,2392,41838
ATM_0018,2023-07-20,37776,6833,32885
ATM_0018,2023-07-21,58856,15147,53555
ATM_0018,2023-07-26,58343,6782,71112
ATM_0018,2023-07-29,59703,6577,65421
ATM_0018,2023-08-01,42455,11317,40772
ATM_0018,2023-08-03,43968,7387,42426
ATM_0018,2023-08-04,52459,12052,42311
ATM_0018,2023-08-05,63547,0,53262
ATM_0018,2023-08-07,52806,11942,48330
ATM_0018,2023-08-09,65912,10361,67251
ATM_0018,2023-08-11,43395,5958,37927
ATM_0018,2023-08-12,72776,13034,61868
ATM_0018,2023-08-14,35528,11572,21649
ATM_0018,2023-08-31,32344,17811,12316
ATM_0018,2023-09-04,52921,15620,55136
ATM_0018,2023-09-16,60392,15109,58814
ATM_0018,2023-09-17,64297,13945,56671
ATM_0018,2023-09-27,180858,29874,153861
ATM_0018,2023-10-01,64039,15474,66290
ATM_0018,2023-10-05,41367,5332,44632
ATM_0018,2023-10-06,51196,11634,43503
ATM_0018,2023-10-08,20493,2648,20729
ATM_0018,2023-10-16,59917,0,66056
ATM_0018,2023-10-20,45161,15085,36235
ATM_0018,2023-10-24,50565,13297,51343
ATM_0018,2023-11-02,55428,3888,60418
ATM_0018,2023-11-03,62935,14765,50276
ATM_0018,2023-11-26,80203,2384,90358
ATM_0018,2023-12-05,74817,16050,63372
ATM_0018,2023-12-08,76917,16805,70181
ATM_0018,2023-12-15,45970,4556,35324
ATM_0018,2023-12-17,19423,4718,25511
ATM_0018,2023-12-25,61370,4412,61291
ATM_0018,2023-12-29,51880,6959,48290
ATM_0019,2022-01-12,6326,3444,3603
ATM_0019,2022-02-01,42361,7606,35706
ATM_0019,2022-02-14,81166,9138,77089
ATM_0019,2022-02-17,42277,19893,26139
ATM_0019,2022-02-19,54358,0,62774
ATM_0019,2022-02-24,35898,5582,28377
ATM_0019,2022-03-01,35633,12419,33904
ATM_0019,2022-03-04,48859,13769,45643
ATM_0019,2022-04-03,73726,3705,80993
ATM_0019,2022-04-08,54928,0,47790
ATM_0019,2022-04-10,38017,6535,35897
ATM_0019,2022-05-08,59015,11482,37528
ATM_0019,2022-05-22,75957,16616,56612
ATM_0019,2022-05-28,57530,1465,53259
ATM_0019,2022-06-17,57377,6470,47570
ATM_0019,2022-06-21,52502,6337,46440
ATM_0019,2022-06-28,13944,16962,0
ATM_0019,2022-06-30,58988,6502,49973
ATM_0019,2022-07-02,33683,9380,27161
ATM_0019,2022-07-07,49507,5584,42776
ATM_0019,2022-07-10,44572,14282,25064
ATM_0019,2022-07-16,28834,14015,10519
ATM_0019,2022-07-18,52692,19244,33382
ATM_0019,2022-07-26,70764,12819,77131
ATM_0019,2022-07-30,43627,2865,38198
ATM_0019,2022-08-06,37122,8329,23864
ATM_0019,2022-08-07,38793,2462,32295
ATM_0019,2022-08-09,56210,3487,59708
ATM_0019,2022-08-15,54668,9360,49566
ATM_0019,2022-08-29,72991,13450,51718
ATM_0019,2022-09-09,26634,2555,27046
ATM_0019,2022-09-16,56410,8057,46114
ATM_0019,2022-09-18,37220,11481,32909
ATM_0019,2022-09-26,43780,5024,38224
ATM_0019,2022-10-01,52635,13850,43337
ATM_0019,2022-10-02,110300,24717,105303
ATM_0019,2022-10-03,69943,7052,77125
ATM_0019,2022-10-14,40368,0,33098
ATM_0019,2022-10-26,35083,11247,28003
ATM_0019,2022-10-27,40696,11468,27622
ATM_0019,2022-11-01,123649,18223,131453
ATM_0019,2022-11-07,52113,7896,49238
ATM_0019,2022-11-10,26105,12202,19842
ATM_0019,2022-11-15,44373,17842,27505
ATM_0019,2022-11-19,35350,10801,23598
ATM_0019,2022-11-20,45634,20224,24969
ATM_0019,2022-11-23,61764,3673,62219
ATM_0019,2022-11-27,67196,5133,74710
ATM_0019,2022-12-02,78020,9980,75414
